1560,,13th century,Ps.Od.,"Patr.-Bibl., Καμαρ. 133",Istanbul,Turkey
1561,,?,Ps. fragm.,"Bibl. Mun., 1754, art. 4",Chartres,Francia
1562,,1540,Ps.Od.,"Sächs. Landesbibl., A. 304",Dresden,Germany
1563,,16th century,Cat. Nicetae in Ps.,"Trinity Coll., A. 3. 16 (część druga)",Dublin,Ireland
1564,,15th/16th century,Ps.Od.,"Trinity Coll., K. 4. 24",Dublin,Ireland
1565,,1504,Ps.Od.,"Klosterbibl., 19",Einsiedeln,Switzerland
1566,,14th century,Cat. Nicetae in Ps. fragm.,"Real Bibl., Υ (griech.)-II-1",El Escorial,Spain
1567,,16th century,Cat. in Od. fragm.,"Real Bibl., Ψ-I-3",El Escorial,Spain
1568,,16th century,Cat. in Od.,"Real Bibl., Ψ-IV-19",El Escorial,Spain
1569,,1570,Cat. in Od.,"Real Bibl., Ω-IV-6",El Escorial,Spain
1570,,15th century,Ps.Od.,"Real Bibl., Ω-IV-8",El Escorial,Spain
1571,,15th century,Ps.Od.,"Laurentian Library, Conv. soppr. 14",Florence,Italy
1572,,1447,Ps.Od.,"Laurentian Library, Conv. soppr. 34",Florence,Italy
1573,,15th century,Ps.Od.,"Laurentian Library, S. Marco 708",Florence,Italy
1574,,15th century,Ps.Od.,"Laurentian Library, Plut. V 21",Florence,Italy
1575,,15th century,Ps.Od.,"Laurentian Library, Plut. XVII 13",Florence,Italy
1576,,16th century,Ps.Od.,"Bibl. Naz., Centr. 52",Florence,Italy
1577,,13th century,Ps.,Feldinv.-Nr. Add. 97/150,Alt-Dongola,
1578,,15th century,Ps.Od.,"Bibl. Riccard., 74",Florence,Italy
1579,,13th century,Ps.Od.,"Reguliertes Chorherrenstift, XI. 459 A",Florence,Austria
1580,,16th century,Ps.,"Bibl. publ. and univ., 21",Geneva,Switzerland
1581,,14th century,Cat. in Ps.Od.,"Bibl. Franz., 22",Genoa,Italy
1582,,1282,Ps.Od.,A. γ. II,Grottaferrata,Italy
1583,,1329,Ps.Od.,A. γ. VII,Grottaferrata,Italy
1584,,13th century,Ps.,A. γ. X,Grottaferrata,Italy
1585,,15th century,Ps.Od.,A. γ. XIV,Grottaferrata,Italy
1586,,14th century,Ps. fragm.,"A. δ. XI, Nr. I",Grottaferrata,Italy
1587,,13th century,Ps. fragm.,"A. δ. XI, Nr. V",Grottaferrata,Italy
1588,,?,Ps. fragm.,"A. δ. XI, Nr. IX",Grottaferrata,Italy
1589,,13th century,Cat. in Ps.,B. α. LVIII,Grottaferrata,Italy
1590,,15th century,Ps.,"Patr.-Bibl., Άβραάμ 19",Jerusalem,Israel
1591,,14th century,Ps.,"Patr.-Bibl., Μικρά Γαλ. 8",Jerusalem,Israel
1592,,c. 1481,Ps.,"EBE, Μετ. Τάφου, 386",Athens,Greece
1593,,1548,Ps.,"Patr.-Bibl., Σάβα 45",Jerusalem,Israel
1594,,15th century,Ps.,"Patr.-Bibl., Σάβα 59",Jerusalem,Israel
1595,,1685,Cat. in aliqout Ps.,"Patr.-Bibl., Σάβα 88",Jerusalem,Israel
1596,,15th century,Ps.,"Patr.-Bibl., Σάβα 162",Jerusalem,Israel
1597,,16th century,Ps.,"Patr.-Bibl., Σάβα 164",Jerusalem,Israel
1598,,16th century,Ps.Od.,"Patr.-Bibl., Σάβα 211",Jerusalem,Israel
1599,,1338,Cat. Nicandae in Ps.Od.,"Patr.-Bibl., Σάβα 231",Jerusalem,Israel
1600,,15th century,Ps.,"Patr.-Bibl., Σάβα 285",Jerusalem,Israel
