
779,,12th century,Mac. IV,"Λαύρα, 644 (Ε 182)",Mount Athos,Greece
780,,11th century,Mac. IV,"Mus. Ben., TA 141 (66)",Athens,Greece
781,,12th century,Mac. IV,"Griech. Part. Bibl., 35",Alexandria,Egypt
782,,11th century,Mac. IV,"Μ. Μεταμορφώσεως, 552",Meteora,Greece
783,,13th century,Mac. IV,"Ίωάννου τοὒ Θεολόγου, 256",Patmos,Greece
784,,1481,Mac. IV,"Bibl. Marc., II 168",Venice,Italy
785,,13th/14th century,Sir. fragm.,"Byz. Mus., 2801",Athens,Greece
786,,14th century,Mac. IV,Griech. Nationalschule 62,Istanbul,Turkey
787,,12th century,Mac. IV,"EBE, 989",Athens,Greece
788,,10th century,Libri sap.,"Δημ. Βιβλ., 25",Tyrnavos,Greece
789,,11th century,Mac. IV,Cod. gr. 520,Sinai,Egypt
790,,11th century,Mac. IV,"Λαύρα, 434 (Δ 58)",Mount Athos,Greece
791,,14th century,Mac. IV,"Φιλοθέου, 87",Mount Athos,Greece
792,,13th century,Mac. IV,"Σταυρονικήτα, 18",Mount Athos,Greece
793,,16th century,Mac. IV,"Ξηροποτάμοὒ, 236",Mount Athos,Greece
794,,14th century,Mac. IV,"Bibl. Marc., Appendix VII 32",Venice,Italy
795,,12th/13th century,"Job, Prov., Eccl., Cant., Sir.","Λαύρα, 291 (Γ 51)",Mount Athos,Greece
796,,11th & 16th century,Cat. in Job,"Griech. Part.-Bibl., 100",Alexandria,Egypt
797,,13th/14th century,"Job, Prov., Eccl., Cant., Wis., Sir.","Mus. Ben., TA 72 (53)",Athens,Greece
798,,14th century,"Cat. in Prov. and Eccl., Prov., Eccl., Comm. in Cant. / Sap. / Sir.","Coll., gr. 16",Rome,Italy
799,,1280,"Oct., Reg. I-IV","EBE, 2491",Athens,Greece
800,,12th century,Mac. IV,"AdW, gr. 17",Sofia,Bulgaria
