649,,12th century,Dan.,"Vatican Library, Barber. gr. 537",Vatican City,
650,,1561,Cat. in Cant.,"Vatican Library, Barber. gr. 567",Vatican City,
651,,16th century,Cat. in Gen.,"Vatican Library, Barber. gr. 569",Vatican City,
652,,1543,Cat. in Is.,"Vatican Library, Ottob. gr. 7",Vatican City,
653,,16th century,Cat. in Job,"Vatican Library, Ottob. gr. 9",Vatican City,
654,,1553,Cat. in Job,"Vatican Library, Ottob. gr. 24",Vatican City,
655,,16th century,Ps.Sal.,"Vatican Library, Ottob. gr. 60",Vatican City,
656,,13th century,Mac. IV,"Vatican Library, Ottob. gr. 87",Vatican City,
657,,16th century,Cat. in Prov.,"Vatican Library, Ottob. gr. 117",Vatican City,
658,,16th century,Cat. in Prov. Eccl. Cant.,"Vatican Library, Vat. gr. 1521",Vatican City,
659,,16th century,Ps.Sal.,"Vatican Library, Ottob. gr. 384",Vatican City,
660,,16th century,Cat. in Os. and Joel,"Vatican Library, Ottob. gr. 437",Vatican City,
661,Joshua Roll,9th/10th century,Jos excerpta,"Vatican Library, Palat. gr. 431",Vatican City,
662,,9th century,Pent. fragm.,"Vatican Library, Pii. II. gr. 15",Vatican City,
663,,12th century,Dan.,"Μ. Βλατ., 51",Thessaloniki,Greece
664,,14th century,Pent.,"Vatican Library, Pii. II. gr. 20",Vatican City,
665,,10th/11th century,Dan.,"Vatican Library, Pii. II. gr. 22",Vatican City,
666,,15th century,"Cat. in Gen. fragm., Cat. in Cant.","Vatican Library, Regin. gr. 7",Vatican City,
667,,10th century,XII proph. and Ez. fragm.,"Vatican Library, Vat. gr. 316",Vatican City,
668,,13th/14th century,Mac. IV,"Vatican Library, Urbin. gr. 125",Vatican City,
669,,14th century,"Num.–Ruth, Tob.","Vatican Library, Vat. gr. 332",Vatican City,
670,,14th century,"Est., Idt., Tob., Dan.","Vatican Library, Vat. gr. 335",Vatican City,
671,,15th century,Mac. I-III,"Vatican Library, Vat. gr. 348",Vatican City,
672,,14th century,Sir.,"Vatican Library, Vat. gr. 432",Vatican City,
673,,14th century,Sir.,"Vatican Library, Vat. gr. 509",Vatican City,
674,,16th century,Cat. in Dan.,"Vatican Library, Vat. gr. 561",Vatican City,
675,,16th century,Cat. in Cant.,"Vatican Library, Vat. gr. 620",Vatican City,
676,,16th century,Cat. in Cant.,"Vatican Library, Vat. gr. 621",Vatican City,
677,,11th century,Mac. IV,"Vatican Library, Vat. gr. 679",Vatican City,
678,,16th century,Cat. in Cant.,"Vatican Library, Vat. gr. 728",Vatican City,
679,,13th century,Sir.,"Vatican Library, Vat. gr. 742",Vatican City,
680,,10th century,Cat. in Job,"Vatican Library, Vat. gr. 750",Vatican City,
681,,13th century,Cat. in Job,"Vatican Library, Vat. gr. 751",Vatican City,
682,,11th/12th century,Mac. IV,"Vatican Library, Vat. gr. 819",Vatican City,
683,,11th century,Mac. IV,"Vatican Library, Vat. gr. 823",Vatican City,
684,,15th/16th century,"Bel and Dr., Jer.","Vatican Library, Vat. gr. 1069",Vatican City,
685,,15th/16th century,Mac. IV,"Vatican Library, Vat. gr. 1147",Vatican City,
686,,1542,Mac. IV,"Vatican Library, Vat. gr. 1190",Vatican City,
687,,12th century,Cat. in Job,"Vatican Library, Vat. gr. 1231",Vatican City,
688,,16th century,Cat. in Cant.,"Vatican Library, Vat. gr. 1442",Vatican City,
689,,11th/12th century,Dan.,"Vatican Library, Vat. gr. 1652",Vatican City,
690,,10th century,Mac. IV,"Vatican Library, Vat. gr. 1671",Vatican City,
691,,16th century,Cat. in Gen.,"Vatican Library, Vat. gr. 1684",Vatican City,
692,,16th century,Cat. in Prov.,"Vatican Library, Vat. gr. 1770",Vatican City,
693,,12th century,Dan.,"Vatican Library, Vat. gr. 1843",Vatican City,
694,,12th century,Sir.,"Vatican Library, Vat. gr. 1871",Vatican City,
695,,14th century,Mac. IV,"Vatican Library, Vat. gr. 1882, Bl. 89-92",Vatican City,
696,,14th century,Bel and Dr.,"Vatican Library, Vat. gr. 1887",Vatican City,
697,,16th century,Cat. in Job,"Vatican Library, Vat. gr. 1909",Vatican City,
698,,10th/11th century,"Eccl., Cant.","Vatican Library, Vat. gr. 1974",Vatican City,
699,,11th century,Mac. IV,"Vatican Library, Vat. gr. 2043",Vatican City,
700,,10th/11th century,Reg. II and IV fragm.,"Vatican Library, Vat. gr. 2115",Vatican City,
